OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,ShippingCost,Region,PaymentMethod
13964,2024-03-07,C1583,P1014,4,2118,5,49.89,R001,Debit Card
13966,2024-05-27,C1378,P1046,2,2728,15,22.98,R001,Debit Card
13967,2024-05-15,C1495,P1033,4,1800,10,25.18,R001,Debit Card
13973,2024-06-06,C1003,P1025,5,2588,0,108.68,R001,Debit Card
13974,2024-05-23,C1706,P1031,3,2313,15,32.59,R001,COD
13975,2024-06-24,C1435,P1000,1,687,0,68.81,R001,COD
13977,2024-03-19,C1143,P1023,1,3513,15,40.91,R001,COD
13978,2024-01-27,C1978,P1002,2,4339,0,140.66,R001,COD
13983,2024-04-27,C1578,P1033,4,1800,15,143.55,R001,Credit Card
13985,2024-02-17,C1184,P1038,5,2937,20,123.64,R001,COD
13986,2024-06-28,C1017,P1036,2,1859,0,75.81,R001,Net Banking
13989,2024-03-17,C1713,P1004,2,2933,15,41.04,R001,Credit Card
13990,2024-05-08,C1194,P1041,4,3836,10,23.68,R001,Debit Card
13991,2024-01-25,C1291,P1040,1,3363,5,148.7,R001,Debit Card
13992,2024-04-12,C1465,P1014,2,2118,10,110.98,R001,COD
13999,2024-02-09,C1669,P1013,4,2756,10,165,R001,Net Banking
14002,2024-05-24,C1537,P1033,5,1800,0,83.28,R001,Credit Card
14007,2024-03-15,C1404,P1030,5,1701,0,32.49,R001,UPI
14014,2024-06-19,C1073,P1012,4,3726,5,45.19,R001,Credit Card
14016,2024-03-23,C1789,P1010,4,3789,15,199.61,R001,COD
14017,2024-03-25,C1408,P1032,2,4368,10,182.35,R001,Net Banking
14018,2024-05-16,C1798,P1044,4,523,5,62.08,R001,Net Banking
14029,2024-02-11,C1335,P1028,3,324,15,163.19,R001,Net Banking
14032,2024-01-18,C1763,P1044,3,523,5,112.65,R001,UPI
14038,2024-06-02,C1576,P1006,1,4451,15,63.31,R001,Credit Card
14042,2024-04-27,C1162,P1027,5,3348,10,39.16,R001,Debit Card
14047,2024-03-06,C1508,P1000,4,687,15,176.86,R001,COD
14054,2024-02-20,C1290,P1025,2,2588,15,36.68,R001,Credit Card
14059,2024-01-16,C1014,P1026,4,3408,0,131.54,R001,UPI
14062,2024-03-23,C1868,P1011,1,2225,20,22.09,R001,Credit Card
14065,2024-05-24,C1008,P1033,1,1800,20,74.21,R001,UPI
14071,2024-06-01,C1644,P1000,3,687,10,122.25,R001,COD
14079,2024-03-04,C1856,P1030,3,1701,15,169.94,R001,COD
14082,2024-05-30,C1780,P1022,1,3803,20,85.45,R001,COD
14084,2024-02-10,C1253,P1024,2,2816,10,62.25,R001,Credit Card
14085,2024-02-01,C1981,P1003,1,3872,20,52.33,R001,COD
14087,2024-05-27,C1780,P1030,2,1701,20,176.07,R001,UPI
14091,2024-03-25,C1276,P1042,1,1242,10,151.72,R001,Net Banking
14094,2024-05-23,C1032,P1049,1,4020,20,142.64,R001,COD
14099,2024-06-17,C1216,P1016,3,3694,5,171.44,R001,Net Banking
14101,2024-05-06,C1836,P1006,5,4451,10,133.82,R001,Net Banking
14103,2024-05-03,C1940,P1031,2,2313,15,51.84,R001,UPI
14109,2024-04-24,C1897,P1029,5,4723,20,172.19,R001,Credit Card
14110,2024-01-06,C1239,P1038,1,2937,10,86.12,R001,Net Banking
14113,2024-01-29,C1486,P1046,3,2728,5,197.26,R001,Net Banking
14114,2024-06-12,C1022,P1004,1,2933,15,132.66,R001,Debit Card
14121,2024-02-07,C1131,P1006,3,4451,15,70.79,R001,COD
14128,2024-02-11,C1954,P1038,4,2937,5,38.27,R001,COD
14132,2024-05-16,C1660,P1022,4,3803,15,189.41,R001,Debit Card
14134,2024-06-15,C1032,P1041,5,3836,5,77.75,R001,Net Banking
14135,2024-01-09,C1474,P1022,2,3803,15,170.45,R001,COD
14138,2024-01-06,C1890,P1014,1,2118,20,157.55,R001,Debit Card
14148,2024-01-28,C1819,P1030,2,1701,10,192.66,R001,Net Banking
14149,2024-05-17,C1449,P1032,3,4368,20,186.36,R001,COD
14157,2024-02-11,C1640,P1031,4,2313,0,181.82,R001,Debit Card
14160,2024-01-05,C1255,P1046,2,2728,5,101.02,R001,COD
14161,2024-01-30,C1581,P1040,1,3363,15,57.79,R001,COD
14166,2024-05-03,C1225,P1003,2,3872,0,95.03,R001,Net Banking
14173,2024-05-09,C1393,P1017,1,4392,20,61.83,R001,UPI
14177,2024-05-15,C1542,P1026,5,3408,10,84.32,R001,Net Banking
14183,2024-03-16,C1724,P1031,4,2313,5,67.81,R001,Debit Card
14193,2024-01-02,C1933,P1042,1,1242,0,117.58,R001,UPI
14197,2024-01-26,C1799,P1003,1,3872,0,119.68,R001,COD
14199,2024-06-18,C1448,P1003,2,3872,10,130.72,R001,UPI
14200,2024-06-27,C1070,P1039,3,3016,10,126.55,R001,Debit Card
14201,2024-04-08,C1399,P1006,3,4451,0,113.05,R001,COD
14202,2024-04-25,C1810,P1038,3,2937,5,85.32,R001,Debit Card
14207,2024-01-31,C1202,P1019,3,1941,15,196.11,R001,COD
14208,2024-04-19,C1856,P1049,5,4020,10,119.81,R001,UPI
14210,2024-05-12,C1168,P1006,5,4451,5,33.01,R001,COD
14217,2024-04-10,C1856,P1049,3,4020,0,130.24,R001,Debit Card
14218,2024-04-28,C1644,P1024,2,2816,20,73.48,R001,Net Banking
14231,2024-06-22,C1174,P1039,4,3016,5,149.37,R001,Credit Card
14244,2024-05-14,C1839,P1041,3,3836,20,114.73,R001,Debit Card
14245,2024-01-20,C1574,P1036,2,1859,20,145.28,R001,Net Banking
14246,2024-03-27,C1475,P1029,1,4723,5,182.68,R001,Debit Card
14248,2024-04-23,C1445,P1041,1,3836,20,173.16,R001,Net Banking
14254,2024-02-05,C1521,P1006,5,4451,10,42.16,R001,Debit Card
14260,2024-05-17,C1009,P1033,1,1800,10,61.13,R001,Debit Card
14261,2024-04-12,C1783,P1020,5,1039,0,195.08,R001,COD
14264,2024-06-13,C1519,P1039,1,3016,10,72.64,R001,COD
14267,2024-05-06,C1133,P1023,2,3513,0,61.86,R001,UPI
14269,2024-03-09,C1728,P1009,3,3193,10,162.1,R001,Net Banking
14270,2024-06-30,C1379,P1018,2,4388,10,114.16,R001,Credit Card
14272,2024-05-27,C1487,P1029,2,4723,15,107.25,R001,Debit Card
14286,2024-02-18,C1805,P1049,4,4020,0,40.44,R001,UPI
14290,2024-01-28,C1891,P1033,4,1800,10,80.9,R001,UPI
14297,2024-03-13,C1823,P1043,2,3422,5,147.46,R001,Credit Card
14298,2024-04-30,C1114,P1039,1,3016,10,80.57,R001,Debit Card
14302,2024-03-27,C1592,P1025,3,2588,5,75.32,R001,Debit Card
14303,2024-01-19,C1779,P1026,2,3408,15,26.14,R001,Credit Card
14304,2024-05-19,C1720,P1048,3,2546,5,156.32,R001,Debit Card
14305,2024-01-03,C1229,P1024,2,2816,0,151.72,R001,COD
14308,2024-01-17,C1220,P1048,4,2546,0,172.4,R001,Debit Card
14310,2024-02-03,C1352,P1029,3,4723,20,55.95,R001,Net Banking
14312,2024-06-15,C1930,P1020,2,1039,15,117.63,R001,UPI
14317,2024-04-09,C1681,P1044,1,523,0,156.02,R001,COD
14318,2024-01-08,C1052,P1002,2,4339,15,56.7,R001,Credit Card
14320,2024-03-11,C1980,P1035,1,2408,20,45.91,R001,COD
14322,2024-02-26,C1972,P1041,4,3836,10,88.81,R001,Credit Card
14326,2024-06-27,C1722,P1025,3,2588,10,64.75,R001,Credit Card
14327,2024-02-26,C1864,P1001,1,3570,20,155.48,R001,Credit Card
14328,2024-02-01,C1215,P1046,4,2728,0,70.84,R001,UPI
14341,2024-04-19,C1670,P1023,4,3513,20,61.73,R001,Credit Card
14346,2024-06-21,C1731,P1023,4,3513,15,127.7,R001,Net Banking
14350,2024-06-22,C1894,P1009,3,3193,20,66.83,R001,Debit Card
14359,2024-04-15,C1612,P1027,2,3348,0,50.17,R001,Debit Card
14360,2024-02-24,C1244,P1021,2,3949,15,28.39,R001,COD
14364,2024-06-08,C1049,P1007,1,4897,15,118.09,R001,Credit Card
14365,2024-04-28,C1692,P1014,5,2118,0,35.54,R001,UPI
14367,2024-04-23,C1918,P1008,2,4823,15,97.41,R001,UPI
14373,2024-04-09,C1565,P1032,4,4368,5,137.56,R001,COD
14380,2024-05-09,C1931,P1041,5,3836,15,34.61,R001,Net Banking
14396,2024-05-07,C1651,P1012,2,3726,20,77.4,R001,Net Banking
14399,2024-04-11,C1482,P1004,4,2933,15,30.33,R001,COD
14400,2024-04-26,C1754,P1032,3,4368,15,80.99,R001,Net Banking
14402,2024-05-26,C1506,P1011,2,2225,15,147.62,R001,Credit Card
14403,2024-04-21,C1636,P1001,4,3570,5,199.77,R001,COD
14407,2024-05-28,C1173,P1042,4,1242,20,192.72,R001,Net Banking
14410,2024-03-09,C1221,P1049,1,4020,0,146.52,R001,Credit Card
14421,2024-01-21,C1717,P1030,1,1701,20,193.03,R001,Debit Card
14425,2024-04-25,C1708,P1035,1,2408,0,197.72,R001,Credit Card
14429,2024-06-04,C1065,P1007,2,4897,20,152.14,R001,Debit Card
14430,2024-01-21,C1358,P1002,5,4339,10,114.8,R001,Credit Card
14431,2024-06-14,C1455,P1010,5,3789,0,173.56,R001,UPI
14439,2024-05-08,C1616,P1025,1,2588,10,35.18,R001,UPI
14442,2024-06-10,C1829,P1031,1,2313,5,190.74,R001,Debit Card
14444,2024-04-28,C1273,P1007,1,4897,5,47.49,R001,Net Banking
14445,2024-06-09,C1082,P1029,5,4723,15,163,R001,Credit Card
14450,2024-03-04,C1780,P1041,2,3836,5,152.55,R001,UPI
14452,2024-04-23,C1600,P1045,2,500,0,158,R001,UPI
14453,2024-06-26,C1550,P1036,2,1859,20,176.28,R001,Debit Card
14456,2024-01-06,C1509,P1009,3,3193,5,51.82,R001,Net Banking
14458,2024-06-03,C1933,P1046,3,2728,0,40.69,R001,COD
14459,2024-05-13,C1343,P1028,4,324,5,38.84,R001,UPI
14460,2024-05-19,C1827,P1049,5,4020,5,195.36,R001,COD
14461,2024-05-14,C1875,P1017,2,4392,15,71.88,R001,UPI
14463,2024-02-27,C1623,P1044,5,523,0,142.14,R001,Credit Card
14471,2024-06-17,C1335,P1017,1,4392,20,109.31,R001,Debit Card
14474,2024-06-08,C1193,P1040,3,3363,10,139.17,R001,UPI
14476,2024-06-08,C1750,P1041,4,3836,5,23.6,R001,Debit Card
14477,2024-03-22,C1188,P1003,3,3872,0,84.36,R001,Credit Card
14479,2024-02-08,C1597,P1010,1,3789,0,98.79,R001,Net Banking
14491,2024-02-05,C1626,P1030,4,1701,0,82.09,R001,COD
14492,2024-02-21,C1786,P1031,1,2313,0,163.83,R001,Net Banking
14493,2024-02-04,C1765,P1008,3,4823,0,107.29,R001,Net Banking
14494,2024-03-19,C1090,P1021,2,3949,20,189.86,R001,COD
14499,2024-06-26,C1022,P1023,4,3513,0,113.52,R001,UPI
14500,2024-01-21,C1633,P1026,2,3408,10,128.81,R001,Debit Card
14506,2024-02-10,C1319,P1048,2,2546,20,23.69,R001,UPI
14512,2024-03-17,C1522,P1031,1,2313,5,192.39,R001,Debit Card
14517,2024-03-19,C1796,P1003,3,3872,20,188,R001,Debit Card
14525,2024-05-14,C1972,P1031,5,2313,0,151.95,R001,Debit Card
14529,2024-03-20,C1322,P1008,1,4823,5,48.52,R001,Credit Card
14536,2024-05-05,C1429,P1021,3,3949,20,73.45,R001,Net Banking
14538,2024-01-19,C1466,P1026,1,3408,10,80.18,R001,COD
14541,2024-02-29,C1728,P1041,3,3836,15,116.26,R001,UPI
14542,2024-02-18,C1274,P1040,2,3363,10,145.56,R001,UPI
14544,2024-04-14,C1771,P1035,3,2408,20,58.85,R001,UPI
14548,2024-05-10,C1037,P1022,1,3803,5,54.19,R001,Debit Card
14552,2024-01-11,C1278,P1029,1,4723,20,122.91,R001,UPI
14559,2024-04-20,C1376,P1025,3,2588,10,178.58,R001,UPI
14561,2024-02-06,C1220,P1016,3,3694,0,180.01,R001,Credit Card
14566,2024-06-09,C1619,P1020,3,1039,0,129.71,R001,UPI
14581,2024-02-20,C1583,P1039,2,3016,0,130.32,R001,Net Banking
14583,2024-04-10,C1857,P1019,3,1941,20,193.42,R001,Debit Card
14586,2024-04-09,C1963,P1016,3,3694,15,100.8,R001,Debit Card
14594,2024-04-14,C1097,P1048,5,2546,0,195.11,R001,COD
14595,2024-02-15,C1400,P1039,2,3016,10,27.32,R001,Credit Card
14605,2024-01-22,C1119,P1028,3,324,10,48.78,R001,COD
14607,2024-03-02,C1607,P1029,1,4723,10,191.39,R001,Debit Card
14609,2024-06-18,C1652,P1036,2,1859,15,130.68,R001,Debit Card
14611,2024-02-10,C1202,P1019,3,1941,15,87.06,R001,Debit Card
14616,2024-04-20,C1167,P1034,4,4257,0,99.02,R001,Credit Card
14618,2024-02-06,C1009,P1003,4,3872,20,183.69,R001,UPI
14620,2024-06-01,C1257,P1005,2,3828,10,172.33,R001,Net Banking
14624,2024-04-11,C1300,P1039,3,3016,10,75.39,R001,Net Banking
14626,2024-01-16,C1558,P1014,2,2118,20,51.18,R001,UPI
14629,2024-05-14,C1302,P1018,2,4388,10,118.71,R001,Credit Card
14630,2024-05-18,C1485,P1025,1,2588,0,20.93,R001,Net Banking
14645,2024-02-03,C1441,P1033,5,1800,15,172.81,R001,UPI
14655,2024-02-02,C1512,P1046,3,2728,0,100.83,R001,UPI
14658,2024-03-22,C1163,P1035,4,2408,0,198.17,R001,Net Banking
14662,2024-05-12,C1293,P1001,4,3570,0,51.64,R001,Credit Card
14681,2024-02-18,C1656,P1004,3,2933,20,111.93,R001,Credit Card
14683,2024-01-03,C1064,P1044,1,523,10,167.57,R001,Credit Card
14686,2024-01-21,C1934,P1040,4,3363,5,98.06,R001,UPI
14690,2024-06-11,C1449,P1003,4,3872,0,154.21,R001,Net Banking
14694,2024-01-23,C1794,P1003,5,3872,5,92.59,R001,Debit Card
14696,2024-05-29,C1777,P1048,4,2546,20,20.82,R001,COD
14700,2024-02-20,C1287,P1039,1,3016,15,187.06,R001,Net Banking
14705,2024-04-18,C1286,P1008,1,4823,20,149.12,R001,Net Banking
14715,2024-04-24,C1180,P1031,5,2313,5,190.24,R001,UPI
14720,2024-03-24,C1254,P1002,4,4339,5,171.64,R001,UPI
14724,2024-04-10,C1971,P1020,2,1039,15,108.73,R001,COD
14730,2024-05-11,C1388,P1018,5,4388,0,65.7,R001,Credit Card
14745,2024-02-28,C1311,P1007,4,4897,15,108.11,R001,COD
14750,2024-01-07,C1572,P1023,5,3513,15,139.53,R001,UPI
14751,2024-05-05,C1084,P1011,3,2225,5,154.48,R001,Net Banking
14753,2024-06-17,C1453,P1019,5,1941,0,147.48,R001,UPI
14756,2024-01-02,C1572,P1037,5,4039,15,32.83,R001,Net Banking
14762,2024-01-25,C1563,P1007,5,4897,20,36.91,R001,UPI
14771,2024-04-17,C1881,P1035,5,2408,5,101.93,R001,COD
14788,2024-01-09,C1543,P1030,5,1701,15,116.46,R001,Credit Card
14793,2024-03-16,C1845,P1009,4,3193,5,92.81,R001,Credit Card
14794,2024-01-30,C1416,P1011,5,2225,15,114.18,R001,Debit Card
14795,2024-02-02,C1280,P1021,3,3949,15,185.72,R001,Net Banking
14800,2024-03-26,C1467,P1034,2,4257,5,36.52,R001,Debit Card
14811,2024-04-18,C1315,P1017,5,4392,0,23.9,R001,COD
14815,2024-03-22,C1425,P1017,4,4392,0,169.1,R001,COD
14816,2024-06-18,C1981,P1004,4,2933,0,41.83,R001,COD
14818,2024-03-02,C1586,P1033,4,1800,15,89.73,R001,UPI
14819,2024-01-19,C1982,P1032,5,4368,20,154.62,R001,Credit Card
14820,2024-04-05,C1563,P1018,2,4388,5,182,R001,Credit Card
14837,2024-01-14,C1639,P1007,2,4897,10,106.36,R001,Net Banking
14850,2024-05-09,C1723,P1003,1,3872,15,64.42,R001,UPI
14851,2024-06-17,C1601,P1041,4,3836,10,80.29,R001,UPI
14854,2024-04-12,C1754,P1028,1,324,0,173.77,R001,Net Banking
14869,2024-01-01,C1357,P1015,1,3395,15,150.82,R001,Net Banking
14878,2024-03-26,C1593,P1035,5,2408,0,138.12,R001,Debit Card
14879,2024-06-17,C1230,P1042,5,1242,20,135.08,R001,UPI
14882,2024-03-10,C1070,P1042,5,1242,0,26.76,R001,UPI
14885,2024-02-11,C1170,P1037,1,4039,0,183.87,R001,COD
14886,2024-03-24,C1316,P1015,2,3395,0,199.59,R001,Credit Card
14889,2024-05-26,C1890,P1046,2,2728,10,139.54,R001,Net Banking
14891,2024-01-05,C1241,P1047,3,4706,0,160.9,R001,Debit Card
14897,2024-02-24,C1435,P1024,4,2816,5,113.87,R001,COD
14912,2024-01-12,C1700,P1000,2,687,5,141.79,R001,Credit Card
14915,2024-06-01,C1450,P1006,2,4451,15,166.18,R001,COD
14928,2024-01-03,C1990,P1027,4,3348,10,176.19,R001,Net Banking
14930,2024-01-07,C1395,P1033,1,1800,10,90.71,R001,Debit Card
14934,2024-02-07,C1929,P1018,4,4388,0,151.58,R001,COD
14938,2024-02-15,C1104,P1001,1,3570,5,80.14,R001,COD
14939,2024-06-25,C1007,P1012,4,3726,10,55.06,R001,Debit Card
14945,2024-03-29,C1563,P1019,5,1941,20,127.59,R001,Debit Card
14946,2024-03-04,C1883,P1021,1,3949,0,77.46,R001,UPI
14950,2024-03-11,C1035,P1043,3,3422,0,102.78,R001,UPI
14953,2024-05-13,C1010,P1049,4,4020,10,162.27,R001,UPI
14956,2024-05-09,C1878,P1021,4,3949,0,193.56,R001,UPI
14958,2024-05-04,C1879,P1000,3,687,15,142.28,R001,COD
14960,2024-01-09,C1578,P1009,3,3193,5,158.73,R001,Debit Card
14968,2024-01-28,C1220,P1024,2,2816,10,50.31,R001,COD
14969,2024-02-19,C1949,P1006,4,4451,10,120.38,R001,Net Banking
14972,2024-02-01,C1990,P1031,3,2313,10,39.19,R001,UPI
14975,2024-01-22,C1846,P1031,5,2313,0,65.99,R001,Debit Card
14982,2024-04-16,C1663,P1023,5,3513,10,192.57,R001,Debit Card
14995,2024-01-14,C1289,P1038,1,2937,15,176.96,R001,COD
14998,2024-03-10,C1504,P1044,4,523,15,194.26,R001,Credit Card
10001,2024-06-14,C1489,P1036,5,1859,15,149.84,R002,Net Banking
10005,2024-05-31,C1003,P1036,1,1859,10,121.23,R002,Debit Card
10007,2024-04-08,C1508,P1011,2,2225,5,177.95,R002,COD
10008,2024-01-12,C1314,P1039,2,3016,0,115.72,R002,Credit Card
10009,2024-03-16,C1950,P1007,3,4897,0,115.06,R002,UPI
10017,2024-02-09,C1161,P1018,1,4388,15,111.45,R002,Credit Card
10018,2024-06-23,C1366,P1038,3,2937,20,32.66,R002,Credit Card
10020,2024-03-27,C1193,P1012,3,3726,10,78.63,R002,Credit Card
10021,2024-03-21,C1558,P1018,4,4388,5,170.17,R002,Credit Card
10027,2024-06-28,C1840,P1014,3,2118,5,163.59,R002,Credit Card
10029,2024-01-05,C1478,P1016,5,3694,5,79.41,R002,COD
10031,2024-03-25,C1616,P1002,2,4339,15,182.73,R002,COD
10034,2024-02-03,C1174,P1018,4,4388,5,113.96,R002,Net Banking
10038,2024-05-12,C1914,P1028,4,324,15,40.09,R002,Credit Card
10051,2024-04-20,C1995,P1034,1,4257,20,101.37,R002,UPI
10056,2024-01-13,C1422,P1038,1,2937,5,105.73,R002,Debit Card
10059,2024-04-18,C1786,P1003,2,3872,5,78.21,R002,Credit Card
10075,2024-04-06,C1519,P1000,4,687,10,92.51,R002,UPI
10077,2024-06-08,C1092,P1036,4,1859,15,136.37,R002,COD
10078,2024-01-13,C1216,P1049,2,4020,0,26.95,R002,UPI
10082,2024-06-06,C1734,P1018,1,4388,10,136.05,R002,COD
10084,2024-06-05,C1885,P1012,5,3726,5,27.95,R002,Net Banking
10091,2024-02-02,C1875,P1032,5,4368,10,150.1,R002,Credit Card
10092,2024-06-22,C1884,P1000,3,687,10,132.13,R002,Debit Card
10094,2024-05-21,C1057,P1040,2,3363,0,159.36,R002,Net Banking
10099,2024-03-30,C1044,P1037,4,4039,5,66.59,R002,UPI
10104,2024-06-06,C1043,P1026,1,3408,10,142.83,R002,UPI
10107,2024-06-08,C1855,P1044,2,523,0,170.46,R002,UPI
10108,2024-01-08,C1358,P1020,2,1039,15,147.28,R002,Debit Card
10109,2024-06-29,C1427,P1031,2,2313,5,116.09,R002,Debit Card
10110,2024-02-10,C1601,P1020,1,1039,5,173.45,R002,COD
10121,2024-01-04,C1214,P1032,3,4368,5,175.74,R002,Debit Card
10133,2024-03-04,C1914,P1016,4,3694,10,183.91,R002,UPI
10140,2024-03-09,C1615,P1009,4,3193,15,65.39,R002,Debit Card
10146,2024-05-04,C1605,P1045,2,500,0,61.2,R002,Debit Card
10150,2024-01-20,C1475,P1021,4,3949,15,104.72,R002,COD
10153,2024-02-02,C1149,P1013,1,2756,5,23.94,R002,COD
10155,2024-04-20,C1454,P1024,2,2816,0,61.78,R002,Debit Card
10162,2024-03-20,C1135,P1015,2,3395,0,104.46,R002,Credit Card
10164,2024-05-18,C1482,P1028,1,324,20,77.47,R002,Debit Card
10174,2024-01-27,C1889,P1037,3,4039,0,131.06,R002,Net Banking
10176,2024-06-22,C1492,P1019,4,1941,5,173.01,R002,Credit Card
10178,2024-02-11,C1409,P1030,3,1701,15,33.79,R002,Debit Card
10190,2024-02-24,C1734,P1027,5,3348,10,60.5,R002,Credit Card
10192,2024-01-26,C1966,P1009,5,3193,0,82.63,R002,COD
10195,2024-03-14,C1746,P1013,1,2756,15,113.06,R002,Net Banking
10198,2024-06-24,C1206,P1046,3,2728,5,184.32,R002,Net Banking
10201,2024-01-04,C1452,P1015,4,3395,10,72.56,R002,Debit Card
10203,2024-05-03,C1824,P1017,2,4392,15,56,R002,Debit Card
10205,2024-01-20,C1825,P1000,5,687,5,122.54,R002,Net Banking
10207,2024-01-20,C1126,P1018,5,4388,10,195.4,R002,Debit Card
10209,2024-04-08,C1067,P1031,5,2313,10,38.63,R002,UPI
10210,2024-01-02,C1845,P1021,1,3949,0,129.47,R002,Credit Card
10215,2024-04-18,C1399,P1021,5,3949,0,48.92,R002,Credit Card
10217,2024-01-12,C1583,P1035,2,2408,20,126.29,R002,Net Banking
10219,2024-06-06,C1183,P1005,5,3828,20,121.38,R002,Debit Card
10222,2024-02-04,C1057,P1042,4,1242,15,180.89,R002,COD
10229,2024-05-03,C1154,P1007,3,4897,15,170.7,R002,Net Banking
10233,2024-06-13,C1619,P1034,3,4257,0,35.73,R002,COD
10239,2024-06-21,C1569,P1008,4,4823,10,195.56,R002,Debit Card
10241,2024-01-01,C1253,P1017,2,4392,20,94.25,R002,Net Banking
10244,2024-03-11,C1710,P1034,5,4257,20,36.52,R002,UPI
10246,2024-02-07,C1329,P1042,2,1242,0,89.02,R002,Credit Card
10249,2024-01-26,C1736,P1005,4,3828,0,181.26,R002,Credit Card
10251,2024-01-25,C1789,P1031,1,2313,0,91.57,R002,UPI
10257,2024-01-17,C1400,P1034,2,4257,10,137.21,R002,COD
10259,2024-03-10,C1919,P1005,1,3828,20,75.84,R002,Debit Card
10274,2024-06-08,C1146,P1047,3,4706,20,30.1,R002,COD
10279,2024-04-05,C1222,P1002,1,4339,20,33.2,R002,Net Banking
10290,2024-03-13,C1110,P1021,2,3949,15,161.94,R002,COD
10302,2024-05-26,C1001,P1003,3,3872,10,91.81,R002,UPI
10304,2024-04-11,C1216,P1012,3,3726,20,187.86,R002,Debit Card
10308,2024-03-08,C1269,P1047,5,4706,20,139.34,R002,Debit Card
10309,2024-03-05,C1112,P1047,5,4706,20,61.35,R002,Net Banking
10310,2024-01-16,C1021,P1006,3,4451,5,89.98,R002,Debit Card
10315,2024-02-01,C1702,P1005,2,3828,0,81.62,R002,Credit Card
10318,2024-02-27,C1434,P1004,3,2933,20,189.62,R002,COD
10324,2024-02-11,C1484,P1004,4,2933,15,134.07,R002,Credit Card
10326,2024-01-15,C1728,P1007,4,4897,15,81.67,R002,Credit Card
10330,2024-01-09,C1909,P1003,4,3872,10,112.94,R002,Debit Card
10334,2024-04-14,C1770,P1025,5,2588,0,171.14,R002,Credit Card
10336,2024-03-19,C1766,P1004,4,2933,5,196.15,R002,COD
10340,2024-02-07,C1540,P1042,2,1242,0,71.61,R002,COD
10346,2024-06-17,C1175,P1004,5,2933,20,170.58,R002,Credit Card
10348,2024-02-06,C1103,P1047,2,4706,5,190.96,R002,Debit Card
10350,2024-03-13,C1181,P1048,1,2546,15,182.38,R002,COD
10364,2024-06-30,C1131,P1000,5,687,10,63.86,R002,Debit Card
10370,2024-01-11,C1479,P1049,3,4020,10,175.47,R002,Debit Card
10371,2024-04-17,C1784,P1000,1,687,0,53.35,R002,COD
10373,2024-03-29,C1888,P1038,3,2937,15,138.52,R002,Debit Card
10375,2024-03-16,C1560,P1042,1,1242,20,24.13,R002,COD
10379,2024-03-03,C1196,P1034,1,4257,10,38.65,R002,COD
10380,2024-03-24,C1103,P1045,5,500,20,82.32,R002,Debit Card
10385,2024-02-26,C1539,P1036,1,1859,5,197.07,R002,UPI
10393,2024-02-04,C1364,P1035,4,2408,20,125.9,R002,Credit Card
10398,2024-01-06,C1103,P1040,3,3363,15,106.28,R002,Net Banking
10403,2024-01-10,C1827,P1025,1,2588,10,103.8,R002,Credit Card
10413,2024-03-22,C1694,P1037,4,4039,10,34.76,R002,COD
10415,2024-04-01,C1830,P1032,4,4368,20,122.34,R002,UPI
10418,2024-02-10,C1896,P1013,1,2756,20,121.68,R002,UPI
10420,2024-05-16,C1647,P1016,5,3694,10,147.53,R002,Credit Card
10426,2024-06-24,C1200,P1018,5,4388,5,109.01,R002,Debit Card
10428,2024-05-24,C1554,P1025,2,2588,10,136.15,R002,Debit Card
10429,2024-01-25,C1735,P1032,1,4368,5,139.86,R002,COD
10436,2024-06-03,C1062,P1036,1,1859,15,54.34,R002,Net Banking
10438,2024-05-25,C1394,P1000,2,687,5,198.12,R002,UPI
10440,2024-02-22,C1637,P1023,2,3513,5,58,R002,Debit Card
10443,2024-02-16,C1386,P1008,4,4823,5,97.41,R002,Debit Card
10444,2024-04-01,C1453,P1030,5,1701,5,163.13,R002,Debit Card
10446,2024-03-28,C1120,P1020,4,1039,10,159.76,R002,Debit Card
10449,2024-04-25,C1420,P1004,5,2933,20,35.88,R002,Net Banking
10460,2024-06-08,C1385,P1017,4,4392,0,163.79,R002,Credit Card
10464,2024-04-23,C1408,P1038,1,2937,20,149.64,R002,Net Banking
10470,2024-05-15,C1054,P1006,2,4451,5,112.7,R002,Net Banking
10471,2024-01-04,C1236,P1046,5,2728,15,20.87,R002,Credit Card
10477,2024-03-21,C1361,P1035,4,2408,10,46.31,R002,COD
10478,2024-02-02,C1612,P1026,4,3408,10,194.76,R002,Net Banking
10483,2024-04-15,C1160,P1037,4,4039,5,156.72,R002,UPI
10484,2024-06-30,C1655,P1028,4,324,20,105.09,R002,Net Banking
10492,2024-02-23,C1618,P1004,2,2933,5,132.46,R002,COD
10493,2024-01-24,C1339,P1016,3,3694,15,178.23,R002,COD
10495,2024-03-10,C1226,P1020,2,1039,20,163,R002,UPI
10498,2024-05-19,C1374,P1014,2,2118,0,77.67,R002,UPI
10499,2024-05-11,C1043,P1023,2,3513,10,36.46,R002,Net Banking
10500,2024-05-17,C1792,P1021,4,3949,20,83.46,R002,Debit Card
10509,2024-05-01,C1788,P1041,5,3836,0,49.17,R002,Debit Card
10510,2024-03-14,C1541,P1007,2,4897,15,132.65,R002,Credit Card
10512,2024-01-14,C1899,P1022,5,3803,10,142.07,R002,UPI
10514,2024-01-17,C1994,P1009,3,3193,15,136.29,R002,Credit Card
10516,2024-03-07,C1347,P1049,5,4020,5,112.86,R002,Credit Card
